회사명,corp_eng_name,종목코드
성안머티리얼스,"SEONG AN Materials CO.,LTD",011300
성신양회,"SUNGSHIN CEMENT CO.,LTD.",004980
성문전자,"SUNGMOON ELECTRONICS CO.,LTD",014910
성도이엔지,SUNGDO Engineering & Construction.,037350
성광벤드,"SUNG KWANG BEND CO., LTD.",014620
선팩테크,"SUNPACKTECH CO., LTD.",054010
선진지주,"SUNJIN HOLDINGS CO.,LTD",014300
선진뷰티사이언스,"SUNJIN BEAUTY SCIENCE CO., LTD.",086710
선진,"SUNJIN CO., LTD.",136490
선익시스템,"SUNIC SYSTEM Co., Ltd.",171090
선우중공업,"SUNWOO HEAVY INDUSTRIES CO.,LTD",068770
선샤인푸드,Sunshine Food Inc.,217620
선바이오,"SunBio, Inc.",067370
선도전기,"SEONDO ELECTRIC CO.,LTD",007610
선광,"SUN KWANG Co.,Ltd",003100
석경에이티,"Sukgyung AT Co., Ltd.",357550
서희건설,"SEOHEE CONSTRUCTION CO., LTD.",035890
서흥,"SUHEUNG CO.,LTD.",008490
서호전기,"Seoho Electric Co.,Ltd.",065710
서한,Seohan,011370
서플러스글로벌,"SurplusGLOBAL,Inc.",140070
서통,SUTTONG,001150
서진오토모티브,"Seojin Automotive Co.,Ltd.",122690
서진시스템,"SEOJIN SYSTEM CO.,LTD",178320
서전기전,"SEOJEON ELECTRIC MACHINERY Co.,Ltd.",189860
서원인텍,"SEOWONINTECH.CO.,LTD",093920
서원,"SEOWON CO.,LTD",021050
서울평가정보,Seoul Information Service Inc.,036120
서울제약,"SEOUL PHARMA CO.,LTD",018680
서울전자통신,SEOUL ELECTRONICS & TELECOM,027040
서울옥션,SeoulAuctionCo.Ltd..,063170
서울식품공업,"SEOUL FOOD IND CO.,LTD",004410
서울상호저축은행,Seoul Mutual Savings Bank,016560
서울보증보험,Seoul Guarantee Insurance Company,031210
서울반도체,"SEOUL SEMICONDUCTOR CO., LTD.",046890
서울바이오시스,"SEOUL VIOSYS CO., LTD.",092190
서울리거,"SEOULEAGUER CO., LTD.",043710
서울도시가스,"SEOUL CITY GAS CO.,LTD",017390
서연탑메탈,"SEOYON TOPMETAL CO., LTD.",019770
서연이화,"SEOYON E-HWA CO.,LTD.",200880
서연,SEOYON CO. LTD,007860
서암기계공업,"SEOAM MACHINERY INDUSTRY CO., LTD",100660
서산,SeoSanCo.Ltd.,079650
서부T&D,"Seobu T&D Co.,Ltd",006730
서린바이오,"SeouLinBioscienceCO.,LTD.",038070
서남,"SuNAM Co., Ltd.",294630
서광건설산업,"SEOKWANG CONSTRUCTION CO.,LTD",001600
샤페론,Shaperon Inc.,378800
샤인시스템,"SHINE SYSTEM CO., LTD.",066300
생고뱅코리아홀딩스,"Saint-Gobain Korea Holdings Co., Ltd.",002000
샘표식품,SEMPIO FOODS COMPANY,248170
샘표,SEMPIO COMPANY,007540
샘씨엔에스,"SEMCNS Co., Ltd.",252990
샌즈랩,SANDS LAB Inc.,411080
새빗켐,"Sebitchem Co., LTD",107600
새론오토모티브,SAERONAUTOMOTIVE CORPORRATION,075180
새로닉스,"SERONICS. CO., LTD.",042600
상지건설,"Sangji Construction, Inc.",042940
상아프론테크,"SANG-A  FRONTEC CO., LTD.",089980
상신전자,"SANGSHIN ELECTRONICS CO., LTD.",263810
상신이디피,"SANGSINENERGYDISPLAYPRECISIONCO.,LTD",091580
상신브레이크,SANGSIN BRAKE,041650
상상인증권,"SANGSANGININVESTMENT&SECURITIES CO.,LTD.",001290
상상인제4호스팩,Sangsangin No.4 Special Purpose Acquisition Company,452670
상상인제3호기업인수목적,Sangsangin No.3 Special Purpose Acquisition Company,415580
상상인이안제2호기업인수목적,Sangsangin Ian No.2 Special Purpose Acquisition Company,329560
상상인,"Sangsangin Co., Ltd.",038540
상보,"SANGBOCo.,Ltd",027580
삼환기업,SAMWHAN CORPORATION,000360
삼화페인트공업,"SAMHWA PAINT INDUSTRIAL CO.,LTD",000390
삼화콘덴서공업,"SAMWHA CAPACITOR CO.,LTD",001820
삼화전자공업,"SAMWHA ELECTRONICS CO.,LTD",011230
삼화전기,"SAMWHA ELECTRIC CO.,LTD",009470
삼화왕관,"SAMHWA CROWN & CLOSURE CO.,LTD",004450
삼화네트웍스,"SAMHWA NETWORKS Co.,Ltd.",046390
삼화기연,"Samwha Engineering Co., Ltd",033210
삼호개발,SAMHO DEVELOPMENT CO,010960
삼현철강,"SAMHYUN STEEL Co., Ltd",017480
삼현,"SAMHYUN CO.,LTD",437730
삼표시멘트,"SAMPYO Cement Co., Ltd.",038500
삼천리자전거,"SAMCHULY BICYCLE CO., LTD",024950
삼천리,"SAMCHULLY CO.,LTD",004690
삼천당제약,SAM CHUN DANG PHARM CO. LTD,000250
삼진제약,"SAMJIN PHARMACEUTICAL CO.,LTD",005500
삼진엘앤디,SAMJIN LND COMPANY LIMITED,054090
삼진,Samjin,032750
삼지전자,"SAMJI ELECTRONICS CO., LTD.",037460
삼정펄프,"SAM JUNG PULP CO.,LTD.",009770
삼일제약,"SAMIL PHARMACEUTICAL CO.,LTD",000520
삼일씨엔에스,"SAMIL C&S CO.,LTD",004440
삼일기업공사,"SAMIL ENTERPRISE CO., LTD.",002290
삼일,SamIl,032280
삼익악기,"SAMICK MUSICAL INSTRUMENTS CO.,LTD",002450
삼익THK,"SAMICK THK CO.,LTD",004380
삼원강재,"SAMWONSTEEL Co.,Ltd.",023000
삼우이엠씨,SamwooEMC,026250
삼영전자공업,"SAMYOUNG ELECTRONICS CO.,LTD",005680
삼영이엔씨,"Samyung ENC Co., Ltd.",065570
삼영엠텍,SAMYOUNG M-TEK C0. LTD.,054540
삼영에스앤씨,"SAMYOUNG S&C CO., LTD.",361670
삼영무역,"SAMYUNG TRADING CO.,LTD",002810
삼영,"SAMYOUNG CO.,LTD.",003720
삼양홀딩스,Samyang Holdings Corporation,000070
삼양패키징,SAMYANG PACKAGING CORPORATION,272550
삼양통상,SAMYANGTONGSANG LTD,002170
삼양케이씨아이,Samyang KCI Corporation,036670
삼양제넥스,"SAMYANG GENEX CO., LTD",003940
삼양엔텍,"Samyang Entech Co., Ltd.",008720
삼양엔씨켐,SAMYANG NC Chem Corp.,482630
삼양식품,Samyang Foods Inc.,003230
삼양사,Samyang Corporation,145990
삼아제약,Sam-A Pharm. Co. Ltd,009300
삼아알미늄,"SAMA ALUMINIUM CO.,LTD",006110
삼성화재해상보험,"SAMSUNG FIRE & MARINE INSURANCE CO.,LTD",000810
삼성카드,"SAMSUNG CARD CO.,LTD",029780
삼성출판사,"SAMSUNG PUBLISHING CO.,LTD",068290
삼성증권,"SAMSUNG SECURITIES CO.,LTD",016360
삼성중공업,"SAMSUNG HEAVY INDUSTRIES CO.,LTD",010140
삼성제약,"SAMSUNG PHARMACEUTICAL.CO.,Ltd.",001360
삼성전자,"SAMSUNG ELECTRONICS CO,.LTD",005930
삼성전기,"SAMSUNG ELECTRO-MECHANICS CO.,LTD",009150
삼성에스디에스,"SAMSUNG SDS CO., LTD.",018260
삼성스팩9호,SAMSUNG SPECIAL PURPOSE ACQUISITION 9 COMPANY,468510
삼성스팩8호,SAMSUNG SPECIAL PURPOSE ACQUISITION 8 COMPANY,448740
삼성수산,"Samsung Fisheries co., Ltd.",052560
삼성생명,"Samsung Life Insurance co., Ltd",032830
삼성바이오로직스,"SAMSUNG BIOLOGICS CO.,LTD.",207940
삼성물산,SAMSUNG C&T CORPORATION,028260
삼성물산,Samsung C&T Corporation,000830
삼성머스트기업인수목적5호,SAMSUNG MUST SPECIAL PURPOSE ACQUISITION 5 COMPANY,380320
삼성디지털이미징,"SAMSUNG DIGITAL IMAGING CO., LTD.",108070
삼성기업인수목적7호,SAMSUNG SPECIAL PURPOSE ACQUISITION 7 COMPANY,439250
삼성기업인수목적6호,SAMSUNG SPECIAL PURPOSE ACQUISITION 6 COMPANY,425290
삼성기업인수목적4호,SAMSUNG SPECIAL PURPOSE ACQUISITION 4 COMPANY,377630
삼성공조,"SAMSUNG CLIMATE CONTROL CO.,LTD",006660
삼성SDI,"SAMSUNG SDI CO.,LTD",006400
삼성FN리츠,"SamsungFN REIT Co., Ltd.",448730
삼성E&A,"SAMSUNG E&A CO.,LTD",028050
삼부토건,"SAMBU CONSTRUCTION CO.,LTD",001470
삼보판지,"SAMBO CORRUGATED BOARD CO.,LTD.",023600
삼보오토,"SAMBOAUTO. Co., Ltd",070080
삼보산업,"SAMBO Industrial Co., Ltd.",009620
삼보모터스,"SAMBO MOTORS CO., LTD.",053700
삼미금속,"Sammi Metal Products Co., Ltd.",012210
삼목에스폼,"SAMMOK S-FORM CO.,LTD.",018310
삼목강업,"SAMMOK KANG UP CO.,LTD.",158380
삼륭물산,Samryoong,014970
삼도물산,SAMDO CORPORATION,002930
삼기에너지솔루션즈,"SAMKEE ENERGY SOLUTIONS CO.,LTD",419050
삼기,SAMKEE CORP.,122350
산일전기,"SANIL ELECTRIC CO., LTD",062040
산은캐피탈,KDB CAPITAL CORPORATION,008270
산양전기,"SANYANGELECTROMECHANICSCO.,LTD",079870
산돌,"Sandoll, Inc.",419120
사피엔반도체,Sapien Semiconductors Inc.,452430
사조해표,SAJOHAEPYO Corporation,079660
사조오양,OYANG CORPORATION,006090
사조씨푸드,"SAJO SEA FOOD CO.,LTD",014710
사조산업,"SAJO INDUSTRIES CO.,LTD",007160
사조동아원,"SAJODONGAONE CO.,LTD",008040
사조대림,SAJODAERIM CORPORATION,003960
사이버패스,CyberpassIncorporation,063280
사이노젠,Cynogen,064060
사이냅소프트,Synapsoft Corp.,466410
사람인,"Saramin Co., Ltd.",143240
사라콤,"SARACOM CO., LTD",040020
삐아,"BBIA.CO.,LTD.",451250
뿌리깊은나무들,"Redwoods Co., Ltd.",266170
빛샘전자,"VISSEM Electronics Co., Ltd.",072950
빛과전자,LIGHTRON FIBER-OPTIC DEVICES INC.,069540
빙그레,"BINGGRAE CO.,LTD",005180
빌리언스,"Billions Co.,Ltd.",044480
빅텍,"VICTEK. Co., Ltd.",065450
빅솔론,"BIXOLONCo.,Ltd",093190
비피도,BIFIDO. Co. Ltd,238200
비트컴퓨터,BITComputer,032850
비트맥스,"BITMAX CO., LTD",377030
비투엔,"B2En Co., Ltd.",307870
비큐AI,BECU AI Inc.,148780
비케이홀딩스,"BK Holdings CO.,LTD.",050090
비케이탑스,"BK Tops Co.,Ltd",030790
비츠로테크,"Vitzro Tech Co.,LTD.",042370
비츠로시스,"VitzroSys., Co. LTD",054220
비츠로셀,"VITZROCELL Co.,Ltd.",082920
비지스틸,"DAWIB HIGHTECH Co.,Ltd.",179440
비즈니스온커뮤니케이션,"BusinessOn Communication Co.,Ltd",138580
비이티,"BET CO., LTD.",036820
비유테크놀러지,B.U Technology,230980
비올,"VIOL Co., Ltd.",335890
비엠티,"BMTCo.,Ltd.",086670
비엘팜텍,BL Pharmtech Corp.,065170
비엘사이언스,TCM BIOSCIENCES INC.,228180
비엔케이제2호스팩,BNK 2 SPECIAL PURPOSE ACQUISITION COMPANY,473370
비엔케이제1호스팩,BNK 1 SPECIAL PURPOSE ACQUISITION COMPANY,445360
비엔에프머티리얼즈,BNF CORPORATION LTD.,271780
비엔씨컴퍼니,"BNC COMPANY CO.,LTD.",058370
비엔디생활건강,"B&D Life Health CO.,LTD",215050
비엔디,"BND Co., Ltd.",047940
비에이치아이,"BHI Co., LTD.",083650
비에이치,"BHCo.,Ltd.",090460
비앤에스미디어,"B&S MEDIA CO., LTD",156170
비아트론,"Viatron Technologies, Inc.",141000
비아이매트릭스,"BI MATRIX Co., Ltd.",413640
비씨월드제약,"BCWORLDPHARM Co., Ltd.",200780
비씨엔씨,"BCnC Co., Ltd.",146320
비스토스,"Bistos Co., Ltd.",419540
비상교육,VISANG EDUCATION INC,100220
비비안,VIVIEN CORPORATION,002070
비비씨,"Best Bristle Company Co., Ltd.",318410
비보존 제약,"VIVOZON PHARMACEUTICAL CO., LTD.",082800
비디아이,"BDI Co., LTD.",148140
비덴트,"Vidente Co., Ltd.",121800
비나텍,"VINA TECH CO.,LTD",126340
블리츠웨이엔터테인먼트,"Blitzway Entertainment Co., Ltd.",369370
블루탑,"BLUETOP CO.,LTD.",191600
블루콤,"BLUECOM CO.,LTD",033560
블루젬디앤씨,"BLUEGEM D&C CO., LTD.",053040
블루엠텍,"BLUEMTEC CO., LTD.",439580
블루스톤디앤아이,"Blue Stone D&I Co., Ltd.",033720
블랙야크아이앤씨,"BLACK YAK I&C CO.,LTD",478560
브이티,"VT Co., Ltd.",018290
브이케이,VK CORPORATION,048760
브이원텍,"V-ONE TECH CO., LTD.",251630
브이오산업,"MORARESOURCE Co., Ltd",018890
브이엠,VM Inc.,089970
브이씨,VC Inc.,365900
브릿지바이오,"BRIDGE BIOTHERAPEUTICS, INC.",288330
브리지텍,BRIDGETECCorp.,064480
브레인즈컴퍼니,"Brainzcompany Co., Ltd.",099390
뷰티스킨,"BEAUTYSKIN Co., Ltd.",406820
뷰웍스,"Vieworks Co., Ltd.",100120
뷰노,"VUNO, Inc.",338220
부흥,"BOOHUNG CO.,LTD",003930
부스타,"BOOSTER CO., LTD.",008470
부산주공,"PUSAN CAST IRON CO.,LTD",005030
부산저축은행,BUSAN SAVINGS BANK,007830
부산은행,BUSAN BANK,005280
부산산업,"BUSAN INDUSTRIAL CO.,LTD",011390
부산방직공업,BusanTextile,025270
부산도시가스,"BUSAN CITY GAS CO.,LTD",015350
부방,"Bubang Co., Ltd.",014470
부국퓨쳐스타즈기업인수목적,Bookook Future Stars Special Purpose Acquisition Company LTD.,123300
부국철강,Bookook Steel,026940
부국증권,"BOOKOOK SECURITIES CO.,LTD",001270
부광약품,"BUKWANG PHARMACEUTICAL IND CO.,LTD",003000
볼빅,VOLVIK INC.,206950
본느,"Bonne Co., Ltd.",226340
본느,"Bonne Co., Ltd.",242420
보홍,"Bohong Co.,Ltd.",041320
보해양조,"BOHAE BREWERY CO.,LTD",000890
보진재,Pochinchai,030950
보성파워텍,"BOSUNG POWER TECHNOLOGY CO., LTD.",006910
보루네오가구,"BORNEO INTERNATIONAL FURNITURE CO.,LTD",004740
보로노이,"Voronoi, Inc.",310210
보령,Boryung Corporation,003850
보락,"BOLAK CO.,LTD",002760
보라티알,"BORATR CO., Ltd.",250000
보광티에스,"Bokwang TS Co.,LTD.",066690
보광산업,"BoKwang Industry Co.,Ltd",225530
벽산건설,"BYUCKSAN ENGINEERING & CONSTRUCTION CO.,LTD",002530
벽산,BYUKSAN CORPORATION,007210
벨로크,Bellock Inc.,424760
벡트,"VECT Co., Ltd.",457600
베스트플로우,BestFlow Inc.,060410
베셀,"Vessel Co., Ltd.",177350
베른,VERNE INC.,322190
베뉴지,"VenueG Co.,Ltd.",019010
베노티앤알,"BENO TNR, Inc.",206400
베네데스하이텍,BENEDES HI-TECH Inc,009360
범한퓨얼셀,"Bumhan Fuel Cell Co.,Ltd.",382900
범양사,"Pumyang Co., Ltd.",002480
범양건영,"BUMYANG CONSTRUCTION CO.,LTD",002410
버킷스튜디오,"BUCKET STUDIO Co.,Ltd.",066410
버넥트,"VIRNECT Co., Ltd.",438700
뱅크웨어글로벌,"Bankware Global Co., Ltd.",199480
밸로프,"VALOFE Co.,Ltd.",331520
백산,"BAIKSAN CO.,LTD",035150
백금T&A,BG T&A Co.,046310
배터리솔루션즈,"Battery Solutions Co.,Ltd",199870
배명금속,"BAEMYUNG METAL CO.,LTD",011800
배럴,"BARREL Co., Ltd.",267790
방림,"PANGRIM CO.,LTD",003610
박셀바이오,Vaxcell-Bio Therapeutics,323990
바텍,"ValueAddedTechnologyCo.,Ltd.",043150
바이젠셀,ViGenCell Inc.,308080
바이온,"BYON Co., Ltd.",032980
바이오플러스,"BioPlus Co., Ltd",099430
바이오프로테크,BIO PROTECH INC.,199290
바이오포트,BIO PORT KOREA,188040
바이오톡스텍,"BiotoxtechCo.,Ltd.",086040
바이오텐,"Bioten Co., Ltd",289170
바이오인프라생명과학,BioInfra Life Science Inc.,266470
바이오인프라,"BioInfra Co.,Ltd.",199730
바이오에프디엔씨,"BIO-FD&C CO.,LTD.",251120
바이오시스,"Biosys co.,ltd",035960
바이오시네틱스,"Bio-Synectics, Inc.",281310
바이오스마트,"BioSmart Co., Ltd.",038460
바이오솔루션,"Bio Solution Co.,Ltd.",086820
바이오빌,"BIOVILL Co.,Ltd.",065940
바이오비쥬,"BIOBIJOU Co., Ltd.",489460
바이오다인,"BIODYNE CO., LTD.",314930
바이오니아,BIONEERCORPORATION,064550
바이오노트,"BioNote, Inc.",377740
바이브컴퍼니,VAIV company Inc.,301300
바이넥스,"Binex Co., Ltd.",053030
바이나믹,"BYNAMIC CO., LTD.",067850
바스칸바이오제약,BASKHANBIOPharma Inc.,354390
바른손이앤에이,Barunson Entertainment & Arts Corporation,035620
바른손,Barunson,018700
바디텍메드,Boditech Med Inc.,206640
바다로3호선박투자회사,Badaro No.3 Ship Investment Company,092630
바다로19호선박투자회사,Badaro No.19 Ship Investment Company,155900
민테크,"Mintech Co., Ltd.",452200
미트박스,MeatBox Global Inc.,475460
미투온,"ME2ON CO., LTD",201490
미코,MiCo Ltd.,059090
미창석유공업,"MICHANG OIL IND CO.,LTD",003650
미쥬,"Miju Co., Ltd.",351020
미주제강,MijuSteelMfg,002670
미원화학,"MIWON CHEMICALS CO., LTD.",134380
미원홀딩스,"Miwon Holdings Co.,Ltd.",107590
미원에스씨,"Miwon Specialty Chemical Co., Ltd.",268280
미원상사,"MIWON COMMERCIAL CO.,LTD",002840
미애부,"Miev Co., Ltd.",225850
미스토홀딩스,Misto Holdings Corporation,081660
미스터블루,Mr. Blue Corporation,207760
미성포리테크,"MISUNGPOLYTECHCO.,LTD.",094700
미리넷,"Millinet Co., Ltd.",056710
미래테크놀로지,"MIRAE TECHNOLOGY, CO., LTD.",213090
미래컴퍼니,meerecompanyIncorporated,049950
미래자원엠엘,"MILAE RESOURCES ML CO., LTD.",233190
미래오토스,HNT Electronics Company Ltd.,176440
미래엔에듀파트너,"MiraeN Edupartner Co., Ltd.",208890
미래에셋증권,"MIRAE ASSET SECURITIES CO.,LTD.",006800
미래에셋증권,"MIRAE ASSET SECURITIES CO.,LTD",037620
미래에셋제3호기업인수목적,"MIRAEASSET No.3 SPAC CO.,LTD.",215750
미래에셋제1호기업인수목적,Miraeasset No.1 Special Purpose Acquisition Company,121950
미래에셋생명,"MIRAE ASSET Life Insurance CO., Ltd.",085620
미래에셋새천년코리아벤처펀드일호,MIRAEASSETNEWMILLENNIUMKOREAVENTURE FUND1,042950
미래에셋비전스팩7호,Mirae Asset Vision Special Purpose Acquisition 7 Company,482680
미래에셋비전스팩6호,Mirae Asset Vision Special Purpose Acquisition 6 Company,478440
미래에셋비전스팩5호,Mirae Asset Vision Special Purpose Acquisition 5 Company,477470
미래에셋비전스팩4호,Mirae Asset Vision Special Purpose Acquisition 4 Company,477380
미래에셋비전스팩3호,Mirae Asset Vision Special Purpose Acquisition 3 Company,448830
미래에셋비전스팩2호,Mirae Asset Vision Special Purpose Acquisition 2 Company,446190
미래에셋비전기업인수목적1호,Mirae Asset Vision Special Purpose Acquisition 1 Company,412930
미래에셋벤처투자,"Mirae Asset Venture Investment Co.,Ltd.",100790
미래에셋맵스오퍼튜니티베트남주식혼합형투자회사1호,MIRAEASSET MAPS OPPORTUNITY VIETNAM EQUITY BALANCED FUND 1,094520
미래에셋맵스리츠,"Miraeasset Maps REIT 1 Co., Ltd.",357250
미래에셋드림스팩1호,Mirae Asset Dream Special Purpose Acquisition 1 Company,442900
미래에셋대우기업인수목적5호,MIRAE ASSET DAEWOO SPECIAL PURPOSE ACQUISITION 5 COMPANY,353490
미래에셋대우기업인수목적1호,"MIRAE ASSET DAEWOO SPECIAL  PURPOSE ACQUISITION 1 CO., LTD.",265480
미래에셋글로벌리츠,"Mirae Asset Global REIT Co., Ltd.",396690
미래에셋굿라이프혼합형자녀를위한펀드5-1,MIRAEASSETGOODLIFEBALANCEDFUND5-1,037500
미래에셋굿라이프혼합형자녀를위한투자회사10-1,MIRAEASSETGOODLIFEBALANCEDFUND10-1,037510
미래아이앤지,"MiraeING.Co.,Ltd.",007120
미래생명자원,"MILAE BIORESOURCES CO., LTD.",218150
미래산업,MIRAE CORPORATION,025560
미래반도체,"MIRAI SEMICONDUCTORS CO., LTD.",254490
미래나노텍,"MNTECHCo.,Ltd.",095500
미래SCI,"MIRAE SCI CO., LTD.",028040
미디어코프,"MEDIAcorp, INC.",053890
미디어젠,"MediaZen, Inc.",279600
문배철강,"MOONBAE STEEL CO.,LTD",008420
무한투자,"Muhan Investment Co., Ltd.",034510
무학,Muhak,033920
무진메디,"Moogene Medi Co., Ltd.",322970
무송지오씨,MSGOC CO. LTD.,135160
무림페이퍼,"MOORIM PAPER CO.,LTD",009200
무림SP,"MOORIM SP CO., LTD.",001810
무림P&P,"Moorim P&P CO.,LTD",009580
무궁화인포메이션테크놀로지,"MUGUNGHWA INFORMATION TECHNOLOGY CO., LTD.",038340
모헨즈,"Mohenz. Co., Ltd",006920
모티브링크,"MOTIVELINK CO.,LTD",463480
모트렉스,"MOTREX CO., LTD",118990
모토닉,MOTONIC CORPORATION,009680
모코엠시스,"MOCOMSYS, Inc.",333050
모아텍,"MOATECH CO., LTD.",033200
모아에스앤에스,"MOASNS Co., Ltd.",052880
모아라이프플러스,MOA Life Plus Co. Ltd.,142760
모아데이타,"Moadata Co., Ltd.",288980
모빌탑,"MobiletopCo.,Ltd.",085680
모빌링크텔레콤,"Mobilink Telecom Co., Ltd.",041310
모비스,"Mobiis Co., Ltd.",250060
모비릭스,MOBIRIX Corporation,348030
모비데이즈,Mobidays Inc.,363260
모보,"MOBO CO.,LTD",051810
모베이스전자,"MOBASE ELECTRONICS CO.,LTD.",012860
모베이스,"MOBASE Co., Ltd.",101330
모바일어플라이언스,"MOBILE APPLIANCE, INC.",087260
모린스,"Moreens Co., Ltd",110310
모디아,"MODIA CO., LTD.",046000
모두투어,MODETOURNETWORKINC.,080160
모델솔루션,"Model Solution Co., Ltd.",417970
모델라인,"ModelLine Co.,  Ltd.",064720
모닷텔,"MODOTTEL Co.,Ltd.",048150
모다이노칩,"Moda-InnoChips Co., Ltd.",080420
모다,Moda Inc.,149940
모니터랩,"MONITORAPP CO., LTD.",434480
모나용평,"MONA YONGPYONG CO.,LTD ",070960
모나미,"MONAMI CO.,LTD",005360
모나리자,"MONALISA CO.,LTD",012690
명진홀딩스,"Myungjin Holdings.,Corp.",267060
명신산업,MYOUNG SHIN INDUSTRY,009900
명문제약,"MYUNGMOON PHARM CO.,LTD",017180
멜파스,Melfas Inc.,096640
멕아이씨에스,"MEKICS Co., Ltd",058110
메타케어,"METACARE Co., Ltd.",118000
메타바이오메드,"METABIOMED.CO.,LTD",059210
메타랩스,"METALABS CO., LTD.",090370
메카포럼,"MECCA FORUM CO., LTD",035830
메카로,"MECARO.CO.,LTD.",241770
메지온,"Mezzion Pharma Co., Ltd.",140410
메이슨캐피탈,MASON CAPITAL CORPORATION,021880
메쎄이상,"Messe eSang Co.,Ltd",408920
메리츠화재해상보험,"Meritz Fire & Marine Insurance CO., Ltd",000060
메리츠증권,"MERITZ SECURITIES CO.,LTD",008560
메리츠종합금융,Meritz Investment Bank,012420
메리츠금융지주,MERITZ FINANCIAL GROUP INC.,138040
메디포스트,"MEDIPOSTCO.,LTD.",078160
메디톡스,Medy-Tox Inc.,086900
메디콕스,"MEDICOX Co., Ltd.",054180
메디젠휴먼케어,"Medizen Humancare Inc Co., Ltd",236340
